,sentence,label
8801,"jason loses an important story assignment entitled 'big fat liar' in movie producer marty wolf's ( paul giamatti ) limo , which wolf then turns into a film .",1
6865,"then a young colorado woman ( beth ulrich ) moves across the hall and things look up , until he learns that she has a total backwoods quality that he doesn't know how to handle .",1
6108,he is reluctant to help at first because he is wearing his friend kumin's shoes and doesn't want it to be dirty .,1
1065,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",0
5193,his father and brother are dead for so many years .,1
1789," . . . tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i don't know what she's doing in here . . .",0
5269,"partnered with the sassy , stunning sistah girl , our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers .",1
2114,if you dig on david mamet's mind tricks . . . rent this movie and enjoy !,0
4603,"here the love scenes all end in someone screaming . maybe there's a metaphor here , but figuring it out wouldn't make trouble every day any better .",0
644,what might've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,0
8297,"but , things go frightfully wrong and the game turns into a struggle to make it out of the house alive .",1
9683,"when his wayward sister , kassie ( kerry washington ) , goes missing eddie burns finds himself subjected to a fiendish and ingenious campaign of revenge by the mysterious charlie strom ( gary oldman ) .",1
4152,don't wait to see this terrific film with your kids -- if you don't have kids borrow some .,0
5278,"paramount to her world is gene , a wealthy disturbed businessman who has slowly become her benefactor over the years .",1
4099,a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television .,0
6775,"once convicted , he ends up on death row in texas himself , telling his story to a reporter through a series of flashbacks .",1
1832,the best thing that can be said of the picture is that it does have a few cute moments .,0
8486,"given their jaded and precocious sophistication , is there anything the girls can look forward to ?",1
3516,"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic .",0
9253,"john roper , ( bruce mathews ) a disillusioned vietnam vet and ex-drug dealer travels through the orient to get spiritual .",1
9845,"bereft at the loss of their parents and disillusioned with the law , the sisters turned professional assassins , killing criminals for other criminals .",1
9439,a single-minded man focused on finding the girl of his dreams the perfect vision he's created in his mind's eye .,1
868,"it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .",0
1893,"to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed .",0
6204,"slowly , patricia regains her joy of life although living in complete isolation .",1
5487,"bruce nolan is a television reporter , who is currently assigned what he considers to be undignified assignments , that has him being the butt of a joke .",1
8442,"it is only natural that only the most violent and powerful survive "" the shu "" .",1
5928,"as a young man , walter t . shaw jr . saw his father go unaccredited for his remarkable work and set out on his ironically celebrated career in crime .",1
5349,"otis wants to relive the old days , mark doesn't .",1
7462,"on the train home from chauncey academy for the thanksgiving weekend , oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love .",1
8945,"she meets noble , an endearing bundle of tragic flaws , and sparks fly between these two lost but likeable souls .",1
8665,"together , they develop a criminal energy that knows no boundaries and leads them to cold-blooded murder . . .",1
4476,"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",0
