,sentence,label
96,What company 's logo is a `` W '' in a circle ?,3
2236,What is the difference between pop music and rock and roll ?,0
4189,How do they find an epicenter ?,0
2858,How do movie blues screens work ?,0
621,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,0
566,What is a green bog ?,0
3948,What U.S. President was the first to breed mules ?,3
1438,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?,3
51,What is ethology ?,0
2794,How do birds have sex ?,0
1694,What is the largest variety of cactus ?,0
745,What are the two languages of Malta ?,1
3779,What island group is Guadalcanal a part of ?,4
1626,What is a fear of color ?,1
3827,Who makes chicken `` finger lickin '' good ?,3
195,Who created Dennis the Menace ?,3
1212,Where can I find information about touring the Philippines ?,4
3164,How many dogs pull a sled in the Iditarod ?,5
802,What U.S. President showed a fondness for munching on bee pollen bars ?,3
4183,What are pomegranates ?,0
2962,How is bubble wrap made ?,0
4248,What religion has the most members ?,1
3516,Why did the Shea & Gould law firm leave Los Angeles ?,0
3033,With whom did Bush compare Saddam Hussein ?,3
3463,What country borders Denmark to the south ?,4
3909,What New England state covers 5.9 square miles ?,4
5194,The Kentucky Horse Park is close to which American city ?,4
644,Name the organization that is presided by a Security Council .,3
1578,What is the origin of the word ` posh ' ?,0
4080,What happened in the city of Dogtown in 1899 ?,0
1477,What sport is played on the largest field ?,1
120,Where can I find a list of `` classic '' books 5th and 6th graders should read ?,4
2436,Which organization is the Security Council a part of ?,3
5266,Who is the richest person in the world ?,3
1872,What Australian city became the home of the America 's Cup ?,4
5251,What is the recipe or formula for Coca-Cola ?,1
3573,"Which U.S. President is buried in Washington , D.C. ?",3
2303,Which two inventors invented Post-its ?,3
2902,Name a female figure skater .,3
4529,What is a fear of night or darkness ?,1
4848,What is the chemical reactivity of neon ?,5
134,What are the most common elements in the Earth 's crust ?,1
2917,Who portrayed Carl Bernstein in All the President 's Men ?,3
4238,"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''",3
2417,What is the only primate to lack pigment in the palms of its hands ?,1
511,What fraction of a beaver 's life is spent swimming ?,5
62,What country 's capital is Tirana ?,4
4256,How many countries watch MTV Europe ?,5
1476,What is the name of the firm that makes Spumante ?,3
1485,What army 's motto is Blood and Fire ?,3
3084,What is limbo ?,0
122,How is the election of a new Pope announced to the world ?,0
5149,When was Nostradamus born ?,5
3414,Where in the United States do people live the longest ?,4
2910,What did Mighty Mouse always sing as he went into action ?,0
2651,What lake is the source of the White Nile ?,4
567,Where did the myth of Santa Claus originate ?,4
3718,What is the origin of Boxing Day ?,0
3781,What is the origin of `` barbeque '' ?,0
864,When did the Dow first reach ?,5
4888,Name a medicine commonly used to combat AIDS ?,1
3734,What is a bone marrow transplant meant for ?,0
4687,How do I love thee ?,0
4826,Where 's Montenegro ?,4
1244,What does the word `` meta '' mean ?,0
720,What year did the United States pass the Copyright law ?,5
3211,What were the ceremony traditions like during the Elizabethian times ?,1
2409,Who is Johnny Carson ?,3
2005,What does the method called `` cold fusion '' create ?,1
602,Name the operating system that runs on IBM-compatible machines .,1
4920,What gender is not allowed to vote in Kuwait ?,1
2892,What are the most albums sold by one artist or band ?,1
3678,What 's the longest river in Canada ?,4
2402,How much money does each player get at the beginning of the game in Monopoly ?,5
5406,When did the art of quilting begin ?,5
4100,What is the population of the United States ?,5
318,What U.S. state has an element named for it ?,4
1966,What was paper made of in the late 16th century ?,1
274,Who was the 16th President of the United States ?,3
4698,What are binomial coefficients ?,0
3184,Which of the following famous people does not paint as a hobby ?,3
3017,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,3
1672,Which sex is twice as likely to contract leprosy ?,1
3064,Which glamorous actress is a close friend of Dick Tracy ?,3
1844,Where can I find a large list of 5 to 6 letter words ?,4
4295,What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,3
5256,What is the address of the famous Mexican star `` Thalia '' ?,4
295,What sea did the Romans call mare nostrum ?,4
3785,What 's the only East european country not tied to the ruble ?,4
3973,Where is Webster University ?,4
298,What city did the Flintstones live in ?,4
68,What are the names of the tourist attractions in Reims ?,4
736,What facial feature typically contains about 55 hairs ?,0
4667,What college did Joe Namath play football for ?,3
3161,Who plays shortstop for Charlie Brown 's baseball team ?,3
4343,How can I get started in writing for television ?,0
150,Who founded the People 's Temple Commune ?,3
756,How is Answers.com different from KnowPost.com ?,0
3732,Who founded the first aerodynamics laboratory in 1912 ?,3
4004,Who released the Internet worm in the late 1980s ?,3
4412,What title did Shevardnadze have during the Soviet era ?,3
1606,What is commonly considered the fifth sense ?,0
2549,What is thalassemia ?,0
376,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,4
1392,What is a phalanx ?,0
859,How many people died on D-Day ?,5
4483,What is the size of the student body at the University of Massachusetts in Amherst ?,5
2611,What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,3
378,"Who wrote the song , `` Stardust '' ?",3
1770,How many disks does each player have in a four-handed game of Crokinole ?,5
1281,What is one of the cities that the University of Minnesota is located in ?,4
4393,Who was the lawyer for Randy Craft ?,3
2700,What television network flogged its sports programming on Inga Nielsen 's body in 197 ?,3
5278,How many people visit the Pope each month ?,5
3679,What is osteichthyes ?,0
841,"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?",1
4806,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",1
5222,Which presidents of the USA were Masons ?,3
175,What Indian tribe is F Troop perpetually doing battle with ?,3
3980,What country 's capital was formed when Pesth and Buda merged ?,4
927,What plant is rum made from ?,1
3207,What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,5
45,What 1920s cowboy star rode Tony the Wonder Horse ?,3
1096,How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,0
5168,What does the word `` opera '' mean ?,0
2031,What state produces the best lobster to eat ?,4
4641,What are values ?,0
2222,How many stars are there in Big Dipper ?,5
4032,What volcano showers ash on Sicily ?,4
5353,What nationality is Gorbachev ?,4
3680,What tennis player has the nickname `` Nasty '' ?,3
4163,"What is the history of Hot Wheels cars , and how are they produced ?",0
283,What is the size of the largest akita ?,5
2086,Who is the Greek God of the Sea ?,3
4335,What does BMW stand for ?,2
1765,What is the origin of the peace symbol ?,0
1840,What famed London criminal court was once a feudal castle ?,4
2899,Where can I find a lesson plan for teaching the metric system conversion to American standard ?,4
1437,What is the largest shopping mall in the world ?,4
2342,What is the size of Argentina ?,5
2757,How come light bulbs go out ?,0
2451,What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,5
4660,How many letters appear with the numbers 2 to 9 on a telephone dial ?,5
3664,"Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?",4
5241,What is the chromosome number of an elephant ?,5
1988,What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?,0
3550,What does the number `` 5 '' stand for on FUBU clothing ?,2
4204,What makes you fat ?,0
4970,What kind of women gave Sigmund Freud erotic dreams ?,3
257,"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",0
507,Who is the superstar in rent-a-cars ?,3
4840,What does a pedometer measure ?,1
99,What country 's national passenger rail system is called Via ?,4
4579,"What is the latitude and longitude of El Paso , Texas ?",5
2760,What is the difference between a bottle and a jar ?,0
3858,What are the top 10 colleges in the United States in the field of engineering ?,3
3700,What does the term glory hole mean ?,0
1832,What culture developed the idea of potlatch ?,3
3861,Where is the bridge over the river Kwai ?,4
3035,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",5
366,How successful is arometherapy ?,0
2458,Who 's won the most Oscars for costume design ?,3
1543,What will happen when sodium is put in water ?,0
4228,How many sides does an obelisk have ?,5
4478,Which sex is denied voting rights in Kuwait ?,1
949,What was the Chivington Massacre ?,0
2512,What is a Guild ?,0
19,What is an annotated bibliography ?,0
2527,What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?,4
668,What is the abbreviated expression for the National Bureau of Investigation ?,2
218,What shrubs can be planted that will be safe from deer ?,1
2650,What is the principal river of Ireland ?,4
3271,What is the orgin of xoxoxox ?,0
3901,What businesses in Alaska were affected by the Exxon Valdez oil spill ?,3
4075,Which German president was pressured into appointing Hitler chancellor in 1933 ?,3
3276,What is a 2-sided object called ?,1
2647,What are some good exercises for kids to do ?,1
777,What was the claim to fame of King Camp Gillette ?,0
4651,Name of the lady the Great Gatsby pines for ?,3
1018,Who invented batteries ?,3
2095,What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,3
3043,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,0
1569,Who did Richard Nixon tender his resignation to ?,3
4605,What 's the favorite food of dragonflies ?,1
517,How many years is Johnnie Walker Black Label aged ?,5
4590,What country does Ileana Cotrubas come from ?,4
2099,What 's the International Lawn Tennis Challenge Trophy usually called ?,1
2860,What 's the supreme policy-making bureau of the Soviet Communist Party ?,3
1945,What 's the most common surname in America ?,3
4147,Who wrote the lyrics to Porgy and Bess ?,3
2191,"What planet would you visit to see Bebrenia , Arcadia , and Amazonis ?",4
1684,What wheel did Blaise Pascal invent in a search for perpetual motion ?,1
